Tema 32;El contenido del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible previsto en el Texto Refundido sobre tráfico, circulación de vehículos a motor y seguridad vial fue modificado por:;B;Por la Ley Orgánica 19/2008.;Por la Ley 18/2009.;Por la Ley 12/2007.;Por Real Decreto Ley 12/2007.;;;
Tema 32;En cuanto a los representantes de nuevos miembros u otros sectores que quieran formar parte del Pleno del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible establece que:;D;El Pleno podrá decidir la incorporación al Consejo de algún otro miembro no enumerado en el Real Decreto 317/2003 y cuya representación se estime de interés para la mejora del tráfico y la seguridad vial y demás actividades relacionadas con las competencias del Consejo.;Cierto, siempre que ello no suponga superar los límites establecidos por la Ley en lo que a su composición se refiere.;Las respuestas a) y b) son erróneas.;Las respuestas a) y b) son ciertas.;;;
Tema 32;La condicion de representantes de sesordani ziciones profesionales, economicas y sociales relacionadas con el tráfico y la seguridad vial:;A;Podrá ser revisable anualmente.;Deberá ser revisada anualmente.;Podrá revisarse con carácter bienal.;Deberá revisarse con carácter bienal.;;;
Tema 32;Los representantes de otros sectores relacionados con el tráfico y la seguridad vial cuando así lo aconsejen los asuntos a tratar:;D;Podrán ser convocados a las reuniones del Pleno, con voz, pero sin voto, representantes de organizaciones profesionales, económicas y sociales directa o indirectamente relacionadas con el tráfico y la seguridad vial;La convocatoria de estos participantes ocasionales en las deliberaciones del Pleno se efectuará por el Presidente o, en su caso, por el Secretario, por propia iniciativa o a instancia de alguno de los miembros del Pleno.;Las respuestas a) y b) son falsas, ya que el número de miembros es tasado.;Las respuestas a) y b) son correctas.;;;
Tema 32;Respecto a los representantes de otros sectores cuando así lo aconsejen los asuntos a tratar en el Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible:;B;Podrán ser convocados a las reuniones del Pleno, con voz y voto, representantes de organizaciones profesionales, económicas y sociales directa o indirectamente relacionadas con el tráfico y la seguridad vial;La convocatoria de estos participantes ocasionales en las deliberaciones del Pleno se efectuará por el Presidente o, en su caso, por el Secretario, por propia iniciativa o a instancia de alguno de los miembros del Pleno.;Las respuestas a) y b) son falsas, ya que el número de miembros es tasado.;Las respuestas a) y b) son correctas.;;;
Tema 32;Con relación al procedimiento de incorporación de nuevos u otros miembros al Pleno del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible: ;D;El Pleno podrá decidir la incorporación al Consejo de algín otro miembro no enumerado en el Real Decreto 317/03 por el que se aprueba el Reglamento del Consejo Superior de Seguridad Vial y cuya representación se estime de interés para la mejora del tráfico y la seguridad vial y demás actividades relacionadas con las competencias del Consejo;Cierto, siempre que ello no suponga superar los límites establecidos por la Ley en lo que a su composición se refiere.;Cierto, pero el número de miembros que componga dicho órgano no está tasado.;Las respuestas a) y b) son acertadas.;;;
Tema 32;Con relación al procedimiento de incorporación de nuevos u otros miembros al Pleno del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible:;D;El Pleno podrá decidir la incorporación al Consejo de algún otro miembro no enumerado en los artículos anteriores y cuya representación se estime de interés para la mejora del tráfico y la seguridad vial y demás actividades relacionadas con las competencias del Consejo, siempre que ello no suponga superar los límites establecidos por la Ley en lo que a su composición se refiere.;A tal efecto, por propia iniciativa o, en su caso, a petición de una organización interesada o de cualquier miembro del Pleno, la Comisión Permanente estudiará la petición y elaborará un informe en el que se recoja la conveniencia de acceder a dicha petición y las medidas a adoptar en caso de que la nueva incorporación obligue a una reestructuración del Consejo. De todo ello dará cuenta posteriormente al Pleno.;Caso de que el Pleno acepte la propuesta, se adoptarán las medidas oportunas para incorporar el nuevo miembro y se procederá a la reestructuración del Consejo.;Todas las respuestas son correctas.;;;
Tema 32;Con relación al procedimiento de incorporación de nuevos u otros miembros al Pleno del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible:;D;El Pleno podrá decidir la incorporación al Consejo de algún otro miembro no enumerado en los artículos anteriores y cuya representación se estime de interés para la mejora del tráfico y la seguridad vial y demás actividades relacionadas con las competencias del Consejo, siempre que ello no suponga superar los limites establecidos por la Ley en lo que a su composición se refiere.;A tal efecto, sólo por propia iniciativa, la Comisión Permanente estudiará la petición y elaborará un informe en el que se recoja la conveniencia de acceder a dicha petición y las medidas a adoptar en caso de que la nueva incorporación obligue a una reestructuración del Consejo. De todo ello dará cuenta posteriormente al Pleno.;Caso de que el Pleno acepte la propuesta, se adoptarán las medidas oportunas para incorporar el nuevo miembro y se procederá a la reestructuración del Consejo.;Las respuestas a) y c) son correctas.;;;
Tema 32;Con relación al procedimiento de incorporación de nuevos u otros miembros al Pleno del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible:;D;El Pleno podrá decidir la incorporación al Consejo de algún otro miembro no enumerado en los artículos anteriores y cuya representación se estime de interés para la mejora del tráfico y la seguridad vial y demás actividades relacionadas con las competencias del Consejo, siempre que ello no suponga superar los límites establecidos por la Ley en lo que a su composición se refiere.;El Pleno podrá decidir en cualquier momento la posibilidad de que formen parte de la Comisión Permanente, como miembros de pleno derecho, otros representantes distintos de los establecidos en el artículo 6, cuando tal circunstancia se entienda positiva para la operatividad de dicha comisión.;No cabe la posibilidad de modificar el número de miembros mediante un procedimiento de incorporación.;Las respuestas a) y b) son correctas.;;;
Tema 32;Son funciones atribuidas al Pleno del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible:;D;Elaborar planes de actuación conjunta para el logro de los fines determinados por el Gobierno en materia de tráfico y seguridad vial.;Proponer planes nacionales de tráfico y seguridad vial para su elevación a la Comisión Interministerial de Seguridad Vial.;Asesorar en materia de tráfico y seguridad vial a los correspondientes órganos de decisión.;Todas ellas son funciones del Pleno.;;;
Tema 32;Son funciones atribuidas al Pleno del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible:;D;Informar sobre criterios generales en materia de publicidad de vehículos a motor.;Informar o proponer, en su caso, los proyectos de disposiciones de carácter general, así como la normativa comunitaria y los convenios y tratados internacionales que afectan al tráfico, a la seguridad vial y a la circulación por carretera.;Coordinar e impulsar mediante las correspondientes propuestas la actuación de los distintos organismos, entidades y asociaciones que desarrollen actividades relacionadas con el tráfico y la seguridad vial.;Todas las respuestas son correctas.;;;
Tema 32; Son funciones atribuidas al Pleno del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible:;D;Decidir sobre la integración de nuevos miembros en el Consejo, previo informe de la Comisión Permanente.;Garantizar la efectiva aplicación de los acuerdos del Pleno, preparar el orden del día de sus reuniones e informarle de sus propias actuaciones.;Modificar la composición de los miembros de la Comisión Permanente en los términos establecidos en el artículo anterior.;Las respuestas a) y c) son correctas.;En el artículo 141;En el artículo 131;En el artículo 113
Tema 32;El Pleno del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible:;D;Podrá delegar sus funciones en los grupos de trabajo o en la Comisión permanente.;Cierto, pero solamente en algunos casos;Cierto, así como encomendarle la realización de determinadas tareas relativas a sus funciones propias.;Todas las respuestas son afirmativas.;;;
Tema 32;La Comisión Permanente del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible estará integrada, entre otros, por los siguientes miembros:;B;Como Presidente: El Ministro del Interior, como Vicepresidente primero: el Subsecretario del Interior y como vicepresidente segundo: el Director General de Tráfico. ;Como Presidente: el Subsecretario del Interior Vicepresidente: el Director General de Tráfico;Como Presidente, el Director General de Tráfico.;Todas las respuestas son erróneas.;;;
Tema 32;Son vocales de la Comisión Permanente del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible, un representante de cada uno de los siguientes Ministerios:;D;Interior. Fomento, Educación, Cultura y Deporte, Administraciones Públicas, Sanidad y Consumo y Ciencia y Tecnología.;Interior, Fomento, Educación, Cultura y Deporte, Sanidad y Consumo y Ciencia y Tecnología.;Interior, Justicia, Industria y Energía y Transporte, Turismo y Comunicaciones.;Todas las respuestas son falsas.;;;
Tema 32;Así mismo, la Comisión Permanente del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible tendrán la condición de vocales los siguientes:;D;El General Jefe de la Agrupación de Tráfico de la Guardia Civil.;Cuatro representantes de las Comunidades Autónomas o Ciudades de Ceuta y Melilla, elegidos entre sí por los vocales que representen a dichas Comunidades o Ciudades en el Pleno, de modo anual y rotativo.;Cuatro representantes de entidades locales, designados por los vocales que representen a dichas entidades en el pleno, entre ellos mismos, de forma anual y rotativa.;Todas las respuestas son acertadas.;;;
